//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
181       1      "Illusion of Kundun"                 65      6000      0         220         227         140       0              355          100           3           150          10            7           800         1700          10800       2           140        0           4              0              35            35            35            35
182       1      "Death Angel"                        53      4400      0         175         185         105       0              273          67            3           17           6             7           500         1500          03          2           150        0           3              0              17            17            17            17
183       1      "Death Centurion"                    63      6600      0         225         235         150       0              325          92            3           17           6             7           500         1500          03          2           150        0           3              0              19            19            19            19
184       1      "Blood Soldier"                      50      3650      0         160         170         90        0              250          60            3           17           6             7           500         1500          03          2           170        0           3              0              16            16            16            16
185       1      "Aegis"                              46      2700      0         145         155         73        0              220          54            3           17           1             7           500         1500          03          2           170        0           3              0              14            14            14            14
186       1      "Rogue Centurion"                    48      3100      0         152         162         80        0              232          56            3           17           2             5           500         1500          03          2           170        0           3              0              15            15            15            15
187       1      "Necron"                             58      5300      0         195         205         126       0              296          77            3           17           2             5           500         1500          03          2           150        0           3              0              18            18            18            18
188       1      "Schriker"                           69      8400      0         260         270         180       0              365          110           3           17           6             7           500         1600          03          2           150        0           4              0              20            20            20            20
189       1      "Illusion of Kundun"                 81      14000     0         350         360         255       0              460          160           3           150          10            7           800         1700          10800       2           130        0           4              0              40            40            40            40
190       1      "Death Angel"                        74      12000     0         270         295         185       0              397          120           3           17           6             7           500         1500          03          2           140        0           3              0              20            20            20            20
191       1      "Death Centurion"                    83      22500     0         350         375         255       0              500          175           3           17           6             7           500         1500          03          2           140        0           3              0              22            22            22            22
192       1      "Blood Soldier"                      70      8800      0         245         265         165       0              360          105           3           17           6             7           500         1500          03          2           160        0           3              0              19            19            19            19
193       1      "Aegis"                              62      6000      0         215         235         140       0              310          87            3           17           1             7           500         1500          03          2           160        0           3              0              17            17            17            17
194       1      "Rogue Centurion"                    66      6900      0         230         250         150       0              330          95            3           17           2             5           500         1500          03          2           160        0           3              0              18            18            18            18
195       1      "Necron"                             78      16000     0         305         330         215       0              440          145           3           17           2             5           500         1500          03          2           140        0           3              0              21            21            21            21
196       1      "Schriker"                           88      30000     0         410         435         300       0              575          215           3           17           6             7           500         1600          03          2           140        0           4              0              23            23            23            23
197       1      "Illusion of Kundun"                 100     250000     0         1600         1625         1500       0              780          295           3           150          10            7           800         1700          10800       2           120        0           4              0              45            45            45            45
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
200       1      "Soccer Ball"                        12      1000      0         150         200         0         0              60           500           0           0            4             1           500         1000          03          1           200        20          0              0              0             0             0             0
204       1      "Wolf Status"                        2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
205       1      "Wolf Altar 1"                       2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
206       1      "Wolf Altar 2"                       2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
207       1      "Wolf Altar 3"                       2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
208       1      "Wolf Altar 4"                       2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
209       1      "Wolf Altar 5"                       2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
215       1      "Shield"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
216       1      "Crown"                              2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
217       1      "Crown Switch 2"                     2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
218       1      "Crown Switch 1"                     2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
219       1      "Castle Gate Switch"                 2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
220       1      "Gatekeeper"                         2       50        0         15          30          70        20             10           30            0           0            0             0           400         1500          0           0           0          0           0              0              0             0             0             0
221       1      "Slingshot attack"                   2       50        0         15          30          70        20             10           30            0           0            0             0           400         1500          0           0           0          0           0              0              0             0             0             0
222       1      "Slingshot defense"                  2       50        0         15          30          70        20             10           30            0           0            0             0           400         1500          0           0           0          0           0              0              0             0             0             0
223       1      "Senior"                             2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
224       1      "Guardsman"                          2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
226       1      "Trainer"                            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
229       1      "Marlon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
230       1      "Wandering Merchant Alex"            2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
231       1      "Thompson Kenel"                     2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
232       1      "Archangel"                          2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
233       1      "Messenger of Archangel"             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
234       1      "Pet Trainer"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
235       1      "Sebina the Priest"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
236       1      "Golden Archer"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
237       1      "Charon"                             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
238       1      "Chaos Goblin"                       2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
239       1      "Arena Guard"                        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
240       1      "Safety Guardian"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
241       1      "Royal Guard Captain Lorence"        2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
242       1      "Elf Lala"                           2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
243       1      "Eo the Craftsman"                   2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
244       1      "Caren the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
245       1      "Wizard Izabel"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
246       1      "Weapons Merchant Zienna"            20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
247       1      "Guard"                              90      10000     0         1180         1195         70        20             300          100           5           0            2             2           400         1500          03          1           200        10          0              0              0             0             0             0
248       1      "Wandering Merchant Martin"          20      1000      0         15          30          70        0              100          30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
249       1      "Guard"                              90      10000     0         1180         1195         70        20             300          100           5           0            5             5           400         1500          03          1           200        10          0              0              0             0             0             0
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
250       1      "Wandering Merchant"                 20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1000          03          0           200        10          0              0              0             0             0             0
251       1      "Hanzo the Blacksmith"               20      1000      0         15          30          70        20             100          30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
252       1      ""                                   2       50        0         15          30          70        20             10           30            0           0            2             5           400         1000          03          0           200        10          0              0              0             0             0             0
253       1      "Potion Girl Amy"                    2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
254       1      "Pasi the Mage"                      2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
255       1      "Lumen the Barmaid"                  2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
256       1      "Lahap"                              2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
257       1      "Shadow Phantom Soldier"             2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
258       1      "Luke the Helper"                    90      10000     0         180         195         70        20             300          100           5           0            5             5           400         1500          03          1           200        10          0              0              0             0             0             0
259       1      "Oracle Layla"                       2       50        0         15          30          70        20             10           30            0           0            0             5           400         1500          03          0           200        10          0              0              0             0             0             0
260       1      "Death Angel"                        88      310000     0         408         443         300       0              587          195           3           17           6             7           500         1500          03          2           135        0           3              0              23            23            23            23
261       1      "Death Centurion"                    98      480000     0         546         581         300       0              715          250           3           17           6             7           500         1500          03          2           135        0           3              0              25            25            25            25
262       1      "Blood Soldier"                      85      260000     0         365         395         300       0              540          177           3           17           6             7           500         1500          03          2           155        0           3              0              22            22            22            22
263       1      "Aegis"                              79      180000     0         310         340         300       0              460          163           3           17           1             7           500         1500          03          2           155        0           3              0              20            20            20            20
264       1      "Rogue Centurion"                    82      210000     0         335         365         300       0              490          168           3           17           2             5           500         1500          03          2           155        0           3              0              21            21            21            21
265       1      "Necron"                             93      145000     0         1470         1505         300       0              645          220           3           17           2             5           500         1500          03          2           135        0           3              0              24            24            24            24
266       1      "Schriker"                           105     300000     0         1640         1675         1650       0              810          290           3           17           6             7           500         1600          03          2           135        0           4              0              26            26            26            26
267       1      "Illusion of Kundun"                 117     450000    0         1835         1870         1680       0              1000         360           3           150          10            7           800         1700          10800       2           110        0           4              0              50            50            50            50
268       1      "Death Angel"                        105     320000     0        1610         1645         650       0              760          275           3           17           6             7           500         1500          03          2           130        0           3              0              26            26            26            26
269       1      "Death Centurion"                    114     455000     0        1753         1788         1620       0              900          335           3           17           6             7           500         1500          03          2           130        0           3              0              28            28            28            28
270       1      "Blood Soldier"                      101     250000     0         1570         1600         300       0              713          255           3           17           6             7           500         1500          03          2           150        0           3              0              25            25            25            25
271       1      "Aegis"                              95      210000     0         1520         1550         300       0              655          230           3           17           1             7           500         1500          03          2           150        0           3              0              23            23            23            23
272       1      "Rogue Centurion"                    98      245000     0         1540         1570         300       0              680          240           3           17           2             5           500         1500          03          2           150        0           3              0              24            24            24            24
273       1      "Necron"                             109     325000     0        1672         1707         600       0              820          303           3           17           2             5           500         1500          03          2           130        0           3              0              27            27            27            27
274       1      "Schriker"                           119     550000    0        1850         1885         1710       0              1000         370           3           17           6             7           500         1600          03          2           130        0           4              0              29            29            29            29
275       1      "Kundun"                             147     70000000    0         30000        50000        5500      0              80000         1000          3           150          15            10          800         2000          43200       2           100        0           4              0              100           254           100           100
277       1      "Castle Gate"                        2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
278       1      "Life Stone"                         2       250000    0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
283       1      "Guardian Statue"                    2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
284       1      ""                                   2       50        0         15          30          70        20             10           30            0           0            0             0           0           0             0           0           0          0           0              0              0             0             0             0
285       1      "Guardian"                           2       30000     0         15          30          70        20             10           30            0           0            0             5           400         1500          10          0           200        10          0              0              0             0             0             0
286       1      "Archer"                             100     120000     0         340         390         340       0              520          190           0           0            6             7           400         2000          0           2           0          0           0              0              7             7             7             7
287       1      "Spearman"                           100     130000     0         390         430         380       0              590          200           0           0            1             3           400         1600          0           2           0          0           0              0              7             7             7             7
288       1      "Canon Tower"                        200     50        0         575         610         500       20             1000         30            0           150          7             6           400         2000          0           0           0          0           0              0              0             0             0             0
290       1      "Lizard Warrior"                     78      15000     0         270         320         210       0              430          140           3           0            1             5           400         1400          03          2           200        46          3              0              26            26            26            26
291       1      "Fire Golem"                         102     250000     0         560         600         1550       0              870          310           3           0            1             7           500         1600          03          2           150        166         4              0              29            29            29            29
292       1      "Queen Bee"                          92      155000     0         489         540         300       0              620          240           3           3            5             5           500         2000          03          2           180        46          3              0              28            28            28            28
293       1      "Poison Golem"                       84      250000     0         375         425         300       0              530          190           3           17           4             6           500         2000          03          2           180        100         3              0              27            27            27            27
294       1      "Ax Warrior"                         75      115000     0         255         290         195       0              385          125           3           0            1             5           400         1400          03          2           200        46          3              0              25            25            25            25
295       1      "Erohim"                             128     150000    0         3500        6000        5000      0              1500         800           3           150          6             8           650         1600          43200       2           100        100         4              0              100           254           100           100
//Index   Rate   Name                                 Level   MaxLife   MaxMana   DamageMin   DamageMax   Defense   MagicDefense   AttackRate   DefenseRate   MoveRange   AttackType   AttackRange   ViewRange   MoveSpeed   AttackSpeed   RegenTime   Attribute   ItemRate   MoneyRate   MaxItemLevel   MonsterSkill   Resistance1   Resistance2   Resistance3   Resistance4
300       1      "Hero Mutant"                        82      20000     0         500         560         380       0              415          170           20          0            1             10          800         1600          03          2           150        10          3              0              16            16            16            16
301       1      "Omega Wing"                         102     350000     0         1978         3080        1720       0              670          290           20          0            1             10          800         1600          03          2           150        10          3              0              26            26            28            26
302       1      "Axl Hero"                           85      23000     0         510         580         390       0              435          175           20          0            1             10          800         1600          03          2           150        10          3              0              50            50            50            50
303       1      "Gigas Golem"                        94      250000     0         1750         1850         300       0              580          240           20          17           5             10          1000        2500          03          2           150        10          3              0              54            54            54            54
304       1      "Witch Queen"                        94      145000     0         1408         1442         300       0              637          230           4           0            3             7           450         1700          03          2           160        46          3              0              22            22            22            22
305       1      "Blue Golem"                         84      25000     0         288         322         277       0              507          170           4           0            2             7           450         1500          03          2           180        46          3              0              21            21            21            21
306       1      "Death Rider"                        78      14000     0         260         294         222       0              402          144           4           0            1             5           450         1400          03          2           180        46          3              0              20            20            20            20
307       1      "Forest Orc"                         74      11000     0         258         282         197       0              390          127           4           0            1             5           450         1400          03          2           180        46          3              0              19            19            19            19
308       1      "Death Tree"                         72      10000     0         248         272         187       0              362          120           4           0            1             5           450         1400          03          2           180        46          3              0              18            18            18            18
309       1      "Hell Maine"                         98      300000     0         1550        1600         300       0              850          300           6           0            5             10          600         2000          300         2           150        46          4              0              50            50            50            50
310       1      "Hammer Scout"                       97      250000     0         1530        1560         300       0              670          250           6           0            1             5           600         1600          03          2           180        28          3              0              15            15            15            15
311       1      "Lance Scout"                        97      250000     0         1530        1560         300       0              670          250           6           0            3             6           600         1600          03          2           180        28          3              0              17            17            17            17
312       1      "Bow Scout"                          97      250000     0         1530        1560         300       0              670          250           6           0            6             7           700         1700          03          2           180        28          3              0              19            19            19            19
313       1      "Werewolf"                           118     500000    0         1830         1850         1000       0              950          355           6           0            1             7           600         1600          03          2           180        28          3              0              21            21            21            21
314       1      "Scout(Hero)"                        123     600000    0         1890         1910         1000       0              980          370           6           0            2             7           700         1700          03          2           150        28          3              0              23            23            23            23
315       1      "Werewolf(Hero)"                     127     630000    0         1964         2015        1000       0              1027         397           6           0            2             7           700         1700          03          2           150        28          3              0              25            25            25            25
316       1      "Balram"                             132     700000    0         2075        3140        1500       0              1100         440           6           0            3             7           700         1700          03          2           130        28          3              0              27            27            27            27
317       1      "Soram"                              134     840000    0         3000        3500        1500       0              1173         500           6           0            7             7           700         1700          03          2           130        28          3              0              29            29            29            29
331       1      "Aegis"                              111     420000     0         1712        1752         1584       0              850          315           3           17           1             7           500         1500          03          2           150        0           3              0              23            23            23            23
332       1      "Rogue Centurion"                    114     480000     0         1751        1791         1615       0              880          330           3           17           2             5           500         1500          03          2           150        0           3              0              24            24            24            24
333       1      "Blood Soldier"                      117     473000     0         1805         1845         1660       0              920          345           3           17           6             7           500         1500          03          2           150        0           3              0              25            25            25            25
334       1      "Death Angel"                        121     500000    0         1870         1915         1720       0              960          370           3           17           6             7           500         1500          03          2           130        0           3              0              26            26            26            26
335       1      "Necron"                             125     650000    0         1951         1996         1783       0              1015         405           3           17           2             5           500         1500          03          2           130        0           3              0              27            27            27            27
336       1      "Death Centurion"                    130     750000    0         2040        2085        1865       0              1080         440           3           17           6             7           500         1500          03          2           130        0           3              0              28            28            28            28
337       1      "Schriker"                           135     600000    0         2168        3213        1992       0              1190         485           3           17           6             7           500         1600          03          2           130        0           4              0              29            29            29            29
338       1      "Illusion of Kundun"                 140     700000    0         1070        1105        1892       0              1200         450           3           150          10            7           800         1700          10800       2           100        0           4              0              60            60            60            60
340       1      "Dark Elf"                           135     8000000   0         1800         1900         1000       0              1500         370           6           0            6             10          700         1700          03          2           150        28          3              0              23            23            23            23
